@relation training_gesture

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label{up,down,left,right,tilt_left,tilt_right}

@data
731,357,-1328,5304,-5060,-59573,-719,-541,1568,-6463,17743,19695,-577,670,551,60,-13414,17804,500,-278,-932,1646,-5731,45000,-439,-309,145,-2439,11524,-33536,297,3,-245,11402,1585,58170,129,-183,515,1280,2012,-13902,109,665,967,-12256,-4634,13475,422,-201,-1369,4512,-6341,-1463,-365,-197,175,-426,1707,-36219,95,0,-90,60,365,-9329,-178,17,23,-487,487,-10914,-14,-19,0,-4939,-121,8231,33,-26,133,-5914,548,1219,-40,39,-126,8414,-609,1707,4,12,3,121,0,-1768,21,-6,14,-60,121,-1158,-22,1,-3,0,-548,2439,16,-4,9,60,182,121,1,5,-10,121,182,0,right
-249,-105,-1317,1707,-3414,-33719,-326,52,1411,-1646,-975,34024,48,-27,-165,-2317,10853,16036,112,342,167,7804,-11768,-13597,348,-51,146,-13231,7621,55792,244,-679,-937,13841,9268,-2926,-94,461,926,-3231,-6646,-30853,-34,-47,-297,-5609,-4634,-24573,175,113,21,5000,-792,2926,-187,-48,41,-1829,548,-8597,-38,-30,9,-609,0,6097,36,21,-3,182,121,-853,-81,-25,18,-60,0,-1585,36,19,-16,60,-121,1707,0,-4,0,0,-60,121,2,-1,-5,0,60,60,4,-2,11,0,0,0,-6,5,-5,-60,0,-121,-1,6,-12,60,60,0,4,-6,14,0,-60,60,right
-807,333,1042,1158,3231,-14756,417,-397,-1381,-9390,-15000,42865,-76,80,-224,12256,21890,-54207,-256,-105,1055,670,-11402,44390,607,165,-1107,-10304,365,5792,-79,-3,1145,1707,10121,2439,675,-93,-661,7134,-2865,16158,-204,-27,97,304,5060,-35487,-148,104,4,-4146,-11890,10609,-28,-47,47,1646,2926,-23841,-78,-7,-38,-1158,-2500,3353,-17,3,2,-548,182,3109,-1,9,20,-304,-1585,-487,-21,-5,-2,-1524,-2987,60,7,-11,-9,121,426,0,-10,12,1,487,670,60,8,6,-3,1890,3353,-121,2,-1,-16,60,121,0,-32,1,13,-548,-853,-1219,26,-8,9,-1585,-2804,-1524,right
-833,-145,650,853,11341,-14939,430,351,-240,3231,-4451,59451,53,-181,-509,1951,1951,-51219,515,208,672,-14695,-22012,51463,84,-324,-893,10365,15182,12378,12,202,374,2865,7195,-38353,-59,-133,-114,-6585,-8231,-19207,-202,85,-10,2256,1524,-853,19,-65,64,2743,2195,8048,-16,6,4,-1646,-2134,-2987,5,-5,6,60,-60,-1097,-8,0,2,548,914,304,31,-26,0,-182,-365,-426,-29,27,-18,-426,-670,-609,-1,-5,8,548,853,853,-1,3,0,0,0,-60,-1,0,6,60,60,60,5,3,-12,0,121,0,-5,0,13,243,304,-121,5,-3,-7,-182,-243,121,right
894,166,-444,-548,853,-243,-307,11,-308,-6524,-17804,-46280,-184,198,-73,7743,17621,23719,-639,-400,1493,-243,8719,-26402,-560,125,-699,548,-14329,7134,558,-174,553,-2134,609,49512,-351,14,-683,2195,8475,-32987,942,17,1202,8414,121,87804,-245,99,-1046,-12500,-7317,1829,76,71,922,2560,11585,-11524,87,-139,-798,4756,-3048,-2560,80,-53,-283,-6463,-4451,-54756,-360,51,187,4512,-670,-13536,-1,10,-30,-914,487,19268,29,-14,36,-7317,-2195,-548,-33,16,-42,4573,60,-243,19,-3,18,792,609,-731,-11,10,-20,-60,-243,-121,2,-5,26,487,792,731,-1,8,0,-243,-487,-731,right
-1030,239,218,-1768,-5000,-14451,379,-261,-729,-4268,-3963,20853,522,-9,187,6951,11036,-5000,-308,-165,-20,3719,-609,5975,164,-127,506,-11951,-3475,64207,589,383,-358,6768,2439,-44329,-140,-167,59,-60,182,-3902,44,-5,80,2012,1524,-7317,-79,14,20,0,-1585,-8597,150,106,50,3292,4451,4817,-258,-4,-67,-5243,-4695,-14878,-13,6,38,548,-60,-1219,-25,-8,6,487,609,4756,-11,0,-3,-1036,-1585,-304,17,-11,-7,792,1097,60,-7,12,2,-365,-426,-60,-6,-4,7,548,792,60,0,0,-7,0,0,60,1,4,-7,60,121,-60,5,-4,0,0,-121,0,right
-556,-169,-1017,-182,975,-3841,344,349,1296,121,-2743,15243,-460,-57,-117,2317,5182,-45000,591,-279,-894,-5000,-609,57378,-537,-16,1333,1707,-3719,-5182,1110,151,-477,-426,-1036,4146,-432,-79,-340,3292,-3414,15121,417,117,441,3780,12439,3597,-144,107,-232,-8780,-12378,-27926,-348,-123,6,3109,5914,-19695,19,-1,9,-548,304,9024,-9,-8,0,-121,-1646,-2560,-11,27,9,-1646,-2987,5243,3,-4,-13,1036,1890,-1524,0,-8,13,1402,2195,-4024,8,-3,-7,-670,-1341,0,-16,7,15,60,60,-60,13,-3,-8,304,487,60,-1,-2,0,121,304,0,-9,2,6,60,60,-60,right
-841,369,1065,-243,6768,-47134,260,-576,-726,2378,-4085,48658,473,451,-229,-1768,-6585,-9024,-424,-231,-226,-487,2195,-21219,259,120,197,-2378,4146,22073,-51,2,266,-3963,-7682,4878,452,-44,445,14756,6829,74878,190,-151,-296,-10121,-1646,-9451,-6,-100,-554,4390,4024,-25365,-112,95,15,2256,-6463,-53414,-198,23,-31,4268,1036,-5365,-5,12,56,-14329,3780,19329,13,-3,7,-2256,304,4329,34,-15,151,-853,-3353,-2256,-48,17,-22,9207,-2134,-5121,28,18,-136,-2256,609,2560,3,10,11,670,1829,1829,-11,-1,-3,243,365,-60,3,-8,8,670,487,-121,0,0,-5,-60,-121,60,right
311,-152,-1803,3536,670,-44451,-365,20,674,-4207,12804,-32378,-644,73,1093,-3170,-12621,50792,453,213,293,11768,-2317,52500,-126,-83,-429,-7134,2317,-45121,0,-269,-549,-60,-1646,58414,673,378,674,2134,-15304,11280,-219,-112,-113,548,33048,-17500,265,88,-74,-13780,-32317,5487,-185,-173,222,15182,21097,-32865,-90,-18,42,2439,914,2865,59,-53,-42,-4146,-1402,60,-113,68,31,-2012,-487,-7987,-8,-2,-49,-3658,-3048,1097,22,-5,52,-4329,-1829,-2256,-6,2,-34,2621,-6768,-1707,-9,10,23,4390,7378,1097,-6,22,-11,-2560,-4695,-1524,4,-24,12,2926,5060,1890,-8,22,-3,-1158,-2073,-670,right
959,112,531,-6219,-8780,-2987,-311,306,36,10914,1646,-56768,-916,120,-1500,-1585,9939,9268,-448,-537,1238,975,5853,-10731,-102,-6,-17,-3841,-6829,70426,698,232,-59,4512,-13597,15182,44,-24,-331,-4329,19207,-25487,-59,-335,193,0,-18170,26402,-112,-366,-1329,-2073,6585,19695,414,467,1455,2195,13292,10609,122,0,-119,5000,10670,-19512,-90,20,-103,-2560,-11463,-41402,-87,9,20,-2987,-7134,-2682,-128,-13,-8,-1707,0,1829,30,0,-5,1890,182,7439,-7,0,-14,-243,-1402,-182,10,2,4,1036,1768,-121,-1,2,-6,-304,-548,-60,1,-9,13,-426,-853,60,-4,4,-13,365,853,0,right
-667,514,1340,4207,6341,-46280,177,-272,-1115,-9939,-16829,39085,71,-213,-201,4329,13414,5731,-189,22,458,7439,-2134,-15975,40,-208,-633,17134,47682,-33231,562,331,561,-27926,-46768,112621,-146,-359,101,3902,6280,12743,438,218,-719,182,-10792,-23719,-139,-96,910,1280,243,-11768,-23,185,-856,-1158,1463,-25243,-94,-113,166,121,1097,-20426,-81,-51,-5,792,-1158,2195,65,38,0,-975,914,2560,-13,7,4,243,-60,1280,14,0,-1,243,0,182,7,-33,-4,0,60,-4024,-20,29,-10,60,-121,4268,0,-2,3,0,0,0,4,3,12,-182,-243,0,4,1,0,182,426,0,right
583,56,855,1463,-1951,-31036,-290,-208,-537,1158,853,-33780,-923,239,-972,731,2621,37073,176,-81,852,-5975,6524,23231,-189,53,-46,3902,-9756,-37926,262,-127,-543,-2378,3658,52256,-100,166,256,2865,1463,-8292,478,-104,690,-2682,-12073,35670,332,-134,-630,16036,27317,2073,243,229,-292,-14085,-21402,21463,-453,2,820,-609,3597,-19817,17,-75,-578,-3109,-1463,-28109,-69,-16,129,2256,365,-8719,-106,-9,-20,670,182,-7500,21,8,6,-365,-60,2560,15,2,10,60,0,792,-13,-2,-8,60,0,0,14,-3,-3,0,-60,0,-2,7,8,-60,60,-853,-1,-6,0,60,-60,853,right
-751,58,1096,-731,-2804,-75000,-117,-99,-1928,1890,3658,53963,784,-71,514,3475,11219,64146,-517,232,82,-4512,-11707,-31097,42,-56,260,3353,-1219,14695,874,70,-474,-6341,-426,32621,-125,-71,660,-2500,-4451,-19512,59,-24,-230,4695,5975,-27195,-179,-14,36,2317,-548,-12804,123,9,-14,1524,3170,7621,-165,-64,49,-3780,-2804,-8353,-62,45,-49,60,-914,-853,44,-26,1,792,1280,1402,-35,29,1,-2256,-3353,-1036,4,4,-17,1707,2439,1036,2,-8,-2,487,731,365,-5,6,27,426,609,-243,-2,0,-12,-487,-548,0,-5,-22,-4,1829,2012,-2926,-10,46,8,-1829,-2012,975,right
132,31,-1155,3658,3658,-55000,-1015,198,988,-3841,3597,6097,383,-250,218,-1585,-12682,43719,230,78,-64,5426,10000,8353,102,134,-459,-5609,-2865,13780,-52,-325,468,3597,670,-4390,341,28,123,0,-12134,26463,-192,-172,73,1219,17195,-182,235,185,-191,-7500,-10609,12865,-42,116,31,5548,8353,-39939,-23,-67,-110,-731,-670,-12500,43,-8,80,1951,-2012,792,-122,1,-5,-2560,-3475,121,10,15,-3,914,2134,3658,8,4,7,-365,-914,-975,-14,0,4,-914,-1524,-609,-2,3,-9,487,731,60,8,-9,-6,304,609,0,1,5,6,0,0,0,-2,0,5,-487,-914,0,right
254,-45,-968,4634,-548,-72743,-825,53,1146,-792,9390,11280,-444,-100,-493,-1829,-11463,34695,658,158,778,121,8231,37012,-10,-181,-569,3231,-60,-16280,197,79,85,3475,-21646,57317,194,-141,385,-11158,21829,4634,95,-46,-653,4695,4024,-6707,156,190,360,548,-10243,-26768,-187,51,-142,4817,1707,-42073,21,-22,0,-3963,-365,10853,-121,1,37,-18597,0,4451,14,-12,100,7926,60,3841,24,0,-85,8719,-548,3353,-27,9,4,-2256,-243,9634,11,-2,-2,731,426,-11158,-26,15,8,-792,-1219,-4634,15,-21,-4,-243,-243,-3475,6,9,14,304,304,853,0,0,-20,304,487,4451,right
916,-15,547,-14146,-20914,-31585,-733,202,-1167,18170,16951,-47195,-362,-144,-136,243,11341,28109,-488,-3,1593,304,-13353,21524,243,-126,-716,-7682,8963,31890,197,308,-51,10670,17256,-11829,-320,-75,-136,-12378,-25792,-6768,719,-11,153,-548,-5609,82682,82,-165,-34,2804,10243,6768,29,161,197,3109,1219,-17621,-165,-243,-192,1524,5792,-36158,44,132,55,-1463,-1463,-15304,-140,-102,-32,609,-3048,-14695,-31,86,-76,-1524,-3780,7743,4,-18,7,731,3841,6158,-4,6,3,609,243,-1585,5,16,0,-853,-1585,-670,5,-11,0,609,914,-121,-6,-5,2,121,365,182,7,3,0,-426,-853,-121,right
101,353,-1021,134512,641890,80121,911,-76,-523,-1158,-77317,-7804,-406,-284,-349,-38841,-407804,-44024,218,-13,123,-87134,-251768,-4207,125,-125,371,-32560,-112743,-39329,-132,202,253,-48048,-155487,-70609,-277,-122,613,-17012,-16280,-25731,-410,-28,299,22804,130670,23902,-17,-133,283,53475,151097,24390,40,28,-8,6036,62926,81158,23,36,-45,-12500,12134,7195,-180,-8,-30,20792,30060,-29024,51,15,47,-2621,-7073,11768,9,80,22,-2256,-609,8048,30,-71,-68,1097,-5000,2865,-11,15,-12,4085,2804,-9939,3,40,39,-1951,1524,-3719,-65,-27,-7,3902,4512,-7256,11,-14,-13,-1402,-6707,2865,29,7,11,-3231,-2195,3658,tilt_left
428,343,-2077,307560,748780,58719,56,-229,405,-131219,-366768,96890,328,116,-281,-118536,-232500,-90975,129,56,221,-76829,-221280,-45975,-19,-126,252,-26646,-163841,-25975,-206,47,432,-4817,-199451,-81890,-503,-166,689,-5670,13536,-2500,-313,-99,286,8780,137317,8902,101,117,-123,44695,220731,33353,71,-118,357,-2621,75548,62865,-24,57,-73,31341,20731,-34939,-118,16,-147,-20426,-37134,10121,18,28,81,-10548,5487,914,0,6,-2,5365,-1829,-60,53,14,52,-5121,4512,6829,-49,-40,-61,7500,3597,1646,20,-2,-6,-1890,-7743,2439,0,1,-11,2439,3231,-4451,47,29,41,-1768,5853,-1402,-49,-14,-35,731,-2012,-3048,tilt_left
826,258,-647,98841,404329,54939,115,-771,-1048,30853,182012,-42195,-171,542,247,-134024,-195670,24939,260,-466,-662,9573,-175609,21219,-195,219,-168,35365,-146463,9024,-216,635,748,-72134,-164634,-56768,553,-390,-157,74695,-173109,77682,-48,116,337,-4329,1097,-71951,-429,-87,707,-9390,-56280,-75304,-466,-351,282,-52073,39634,-12743,-183,346,378,-11463,44451,43902,-82,22,27,27439,135365,10731,117,-145,-54,18292,85426,12073,-15,85,63,-9573,5121,11585,-12,-26,-97,-2439,17804,-4695,-23,33,29,-6585,-8597,-1646,-188,-3,109,-2195,2804,2743,122,17,-56,1463,-7378,7621,20,-14,-32,10792,11341,-10304,24,48,-69,-1768,-4634,2926,tilt_left
761,59,-1011,68719,563475,-11158,-278,-195,-20,85609,7621,-12500,-119,77,-900,-15792,-334268,34451,566,255,-34,-74512,-204817,12682,-129,-357,210,-54146,-91951,-19939,180,306,312,-53292,-128719,-14634,181,-148,537,8475,-143109,9024,-402,-211,312,-15792,-5304,-27134,-378,140,225,5731,123231,-61524,-170,-146,441,3292,-22500,85792,-416,49,25,21707,96402,-29512,187,81,15,22378,113841,11219,125,63,10,-365,30060,10853,-104,-14,-126,-1646,-7804,15182,-37,-1,102,-6280,2134,-4390,54,2,-24,5426,-670,5426,20,-19,-8,11280,26707,-12621,61,76,-39,-13597,-23109,14207,-54,-53,29,2500,-1219,-11707,7,-33,3,-4634,-2012,2012,tilt_left
318,142,-1213,180243,573536,24756,438,-207,-631,81097,67621,-37560,-598,92,139,-133475,-350121,-21036,594,17,-514,-46097,-322256,62317,-20,-23,393,-108109,-169207,-6829,41,-3,323,-58414,-120914,-51036,-66,45,303,-18231,-75914,-27378,-331,303,1223,-18109,70609,-11280,-358,-384,-38,78719,130060,25975,-54,62,191,20853,119268,39939,-2,-55,-41,27865,58597,-10670,-17,75,-90,-2195,-5609,12256,-18,-76,-101,1219,14512,60,22,28,44,2073,13414,3231,27,22,-15,-3963,-3597,2682,-63,-44,58,-2865,-487,-2378,-3,38,17,-914,3963,2256,18,-43,10,-548,-4207,2560,-92,61,1,10609,975,-10000,126,-67,-81,4390,-10975,20914,tilt_left
-382,83,-962,241524,534146,-4573,1739,-254,-1204,94024,81585,165975,-1265,394,543,-166219,-278475,-169573,743,-85,-664,-88170,-318841,57073,237,223,484,-132012,-266158,-34085,-198,-282,371,-70060,-133353,-124756,-330,-5,905,-11585,-14146,-548,-402,71,474,54146,146158,2012,-14,-128,118,26829,67987,48475,0,96,201,26768,130000,11768,-327,-123,-182,18109,19817,7743,0,88,45,-7439,34390,24695,172,-27,-109,10304,22560,1829,-92,-8,8,-14207,-9085,2500,-42,51,-11,7987,5609,-13231,29,-68,-11,-2743,-9146,6707,19,13,29,3475,487,121,36,-11,34,-1829,5060,3658,4,-22,-15,4207,4085,-4634,10,-10,-32,-1219,-7560,548,tilt_left
-1298,306,808,50487,236707,-28719,1396,0,-2336,131951,431463,94756,619,-145,58,-31951,-172317,31951,-83,-180,-640,-28902,-331158,-75487,581,101,-461,-52439,-245304,35000,-995,618,1405,-157743,-64939,-165365,628,-566,-211,38902,-237926,84878,-199,-21,701,-44878,-65000,6097,-377,-49,529,40609,176585,-62317,-7,16,96,23109,102195,9268,-519,0,112,3231,60792,8170,209,21,33,17743,69085,51524,166,-4,-61,20304,48719,7317,-29,-37,-43,-11646,-487,12560,63,-9,40,2500,-6280,-426,-68,-38,49,-365,-9329,-6890,-20,21,-106,1036,6829,-6219,-20,7,57,-2926,2256,1951,55,19,-8,5304,8109,-3109,-16,-33,-34,-3780,-17743,10060,tilt_left
915,18,-770,73841,584390,13841,-128,-53,-984,90426,-2987,-33902,-98,39,-231,-39268,-173902,914,735,-282,-162,-19939,-370670,104146,-1101,293,467,-129512,-229634,-92987,604,98,378,-20304,-168658,55426,-326,-87,619,6768,-35365,-46768,-480,187,575,6402,86707,-49512,-183,-260,165,35609,140670,12682,-62,189,40,-243,111890,1768,-8,-118,-70,609,23109,15426,4,129,-196,-1280,29451,16158,34,-88,143,-2987,22073,-1097,-27,13,114,-6585,-10731,3841,-45,-80,-88,9024,1280,-4878,19,32,-4,-4695,-5304,3658,16,12,9,1768,6463,609,29,27,34,-8048,-3475,3353,-8,-75,19,1646,-792,-2378,20,41,-18,4268,4085,-2012,tilt_left
-209,292,-1150,235182,640487,-13597,1353,-352,-713,50853,21524,130365,-936,0,33,-115365,-358475,-151646,834,0,-530,-123292,-424878,74512,-311,220,560,-111097,-143658,-59207,194,-273,688,-27743,-81463,-21524,-129,174,391,24207,-46951,-8963,-298,-75,267,6219,87317,-31036,-427,38,446,11036,54390,47621,-138,-20,120,37134,156280,-12926,-104,-4,-142,22256,38963,7560,18,15,99,-10731,48963,34634,107,-16,-48,9634,24817,7682,30,-19,-42,3841,-1768,-5182,-22,-3,-110,-1524,-4146,-2865,18,-10,84,-10182,-5060,304,30,-1,64,-2012,-2743,-1951,-30,10,-19,-3048,-5060,3353,-21,13,-122,4329,-1951,2256,34,17,141,-2621,1951,2500,tilt_left
316,446,-1328,186402,699146,110670,734,-404,-808,62743,-101707,13597,-38,1,-150,-126707,-439024,-85000,25,55,227,-102987,-306829,-20914,100,144,579,-71646,-219634,-44634,-532,-88,580,-10853,-142682,-31768,-462,-152,844,24146,210609,-40426,-270,71,214,9573,120121,12987,141,-111,-232,48780,127621,30853,-24,18,85,-3170,35243,28902,-10,-52,-66,-10548,14024,18963,-22,13,103,304,7256,9024,45,-4,-119,3475,-5426,3170,10,43,-127,-5426,1219,-6707,-15,3,228,-6219,2378,-304,20,-42,-53,5121,-3353,-2743,-46,-18,-13,-1158,-6280,2378,0,12,9,-1585,3170,-121,-11,9,-12,-609,3292,2195,-14,2,-2,6646,-4329,-1402,tilt_left
-33,365,-1302,255243,533902,54756,1748,-279,-857,3475,-57621,152926,-682,5,335,-167317,-287682,-170609,301,-173,140,-90426,-317560,-7134,2,61,224,-51280,-169512,-28658,-421,77,500,-46463,-30487,-75670,-671,-14,662,11768,-7560,27012,-146,48,313,29268,76463,26707,80,-26,134,50304,200548,-17743,-1,-29,-116,8597,13780,24634,-49,252,-213,-5853,40182,2378,-62,-305,139,3109,3536,6707,-34,-11,170,-6341,-4085,7439,37,16,-154,8597,16341,-3597,-3,6,3,-5182,-3719,-365,-20,5,-2,-6463,2195,2317,34,-16,59,2256,-4451,365,1,-6,-20,0,182,-3780,-48,18,9,-3780,-6036,4390,23,16,-14,7378,7621,-1341,tilt_left
335,338,-1547,324939,746768,13841,283,-218,-567,-25061,-453353,50975,100,-120,118,-173963,-246524,-304,369,121,187,-160609,-203902,-19634,251,415,84,-17256,-91280,-22499,-674,-129,969,-8658,-115365,-57804,-254,-638,304,63292,30243,-50548,-204,93,33,-5670,35975,24146,101,64,424,-365,177012,-1402,-349,-4,-23,12804,77134,22012,40,15,84,-5060,13536,17865,-42,-4,-166,-4695,12012,11524,-17,96,120,-10548,1341,11646,34,-23,-6,2987,14024,1402,49,7,41,4390,9329,-5365,-2,26,-79,5792,1829,-2926,-16,-42,25,-2621,-10182,2682,-31,-35,-36,3170,6829,-2865,32,22,61,-4817,-8963,13475,-8,-31,-68,426,-1890,-5487,tilt_left
826,172,-1259,154512,642987,69512,182,-74,-398,39085,-97500,-26585,-41,-131,-381,-88597,-349146,-8841,414,331,683,-167012,-309634,-42378,-299,-158,78,-24329,-233109,-8414,-397,-165,633,11463,-47743,-41707,-569,-29,580,-548,37439,32195,-487,96,194,29512,156829,-31158,-32,-61,-52,48841,156646,26219,281,58,46,2804,86402,18780,82,50,-186,9634,-14573,6402,78,-69,90,-14756,-12743,3597,-6,-4,33,-3719,-10731,-914,-77,43,3,3109,609,-5975,61,-128,59,-853,-1280,5731,-42,142,-102,-2134,1097,1524,-3,-32,17,2987,-1890,-792,36,-16,-40,-914,-2317,365,-20,22,23,1158,4329,-2256,27,7,-1,548,3109,121,tilt_left
-134,-361,-1152,292926,457195,-18109,1266,428,-670,-34085,-91219,227987,-235,-158,90,-153963,-302073,-148902,70,272,108,-98597,-171585,-28292,238,-18,297,-87256,-280853,-10914,-600,41,626,20914,-41219,-76768,-765,-275,429,25792,127256,-51280,-120,93,386,-3109,86219,80060,80,-5,41,14329,125914,10914,75,-9,-45,43170,70182,11219,43,35,-82,-6768,19756,4756,78,58,-63,-9390,14024,1036,-75,-104,60,2621,-15000,-1402,48,1,48,-7804,-8902,-1524,-49,5,-83,3170,-426,1707,52,3,60,-7378,1768,5243,-35,0,-41,4695,-365,-3719,-12,23,0,-487,5975,-5121,33,-28,0,1158,-243,5731,-22,-47,7,3414,-182,-2317,tilt_left
494,-139,-1651,71402,620548,30914,509,356,53,44939,-184268,36890,228,-281,298,-80914,-433292,-35914,-35,235,119,-51463,-279329,-25853,-294,100,337,-60,-39207,-34390,-379,-137,402,4390,-73170,9024,-479,-24,392,1280,161097,-28109,38,-19,79,11402,127256,6158,107,-20,20,4146,71463,25731,-177,-20,-43,2439,9512,-1402,84,93,-41,-9146,13414,15792,-41,-78,24,2073,5914,2256,-36,7,12,1524,1951,-6280,26,-82,49,-975,-2500,4268,12,28,-108,-792,670,3231,0,43,69,-3536,-2134,-2621,-14,-33,-38,792,792,182,8,30,33,-3597,-1219,3414,-1,-51,-11,3841,3048,-2743,-11,44,1,-1158,-2682,548,tilt_left
499,-10,-1577,116036,683353,89878,484,287,-12,-38536,-219268,107500,200,70,216,-50365,-352500,-195182,-1,-45,197,-1280,-376768,-21280,-336,-55,-25,-9695,-66829,-47682,-205,-75,734,-16585,11219,-18719,-671,-136,376,-12560,60487,8353,29,-29,102,-7560,54695,53048,-167,0,20,13963,159939,-11280,104,25,-36,14817,34451,13475,10,-14,6,-3780,16829,16463,116,69,-107,-4268,914,9207,-124,-74,59,3719,-6219,-5000,21,18,-13,-5243,1219,-548,0,-20,105,-6158,-792,853,-59,34,-36,9146,2073,-4939,42,-38,-42,1097,-2195,5670,24,30,-7,-2987,4634,487,-21,-13,58,-1463,-2439,2987,-24,-16,-30,3170,-914,-1219,tilt_left
205,-18,-1061,67560,503048,61646,860,-76,-602,58109,358353,-10000,-406,379,-492,-2804,-545975,-8353,744,155,484,-84756,-356097,-2317,-230,-126,162,-41768,-219939,-46585,45,-92,368,-22500,-92621,-47621,-462,-29,562,-24146,61524,-26036,-730,-173,286,2743,-61951,18292,-74,-10,268,45609,181707,-3536,85,91,100,670,105731,58597,10,-17,-56,15304,48841,-4451,-11,-51,53,-9024,-6097,3536,45,97,-192,-792,21280,1158,16,-79,170,670,11829,-853,-76,5,-164,-60,-8048,-1585,34,-17,113,-3780,-121,4756,36,-5,34,-4512,-7926,5365,-41,-11,3,1219,6341,-8902,-50,22,10,-1585,-7865,792,-6,1,-41,4146,5243,60,tilt_left
-216,173,-1959,317865,729634,17743,2417,-289,-32,-122134,-473841,299329,-736,313,410,-150121,-150365,-257865,-484,-122,109,-58353,-147195,-68963,274,95,167,-26951,-192256,-13963,-125,20,323,-3963,-124268,-17621,-478,-175,535,-8292,13170,-49207,-782,-138,331,-11524,24878,46097,246,145,291,31890,174390,34817,14,-47,78,31829,130487,-3292,-68,57,-236,15609,40182,-8109,27,-65,-63,-8597,-12682,14573,52,-12,26,-7317,-10243,8048,-29,17,-44,-975,2012,-2560,-15,-2,81,-853,-1951,5243,-17,-21,3,-304,121,-3963,76,56,-36,-1463,-2439,60,-57,-16,-18,1463,4207,2621,-19,-20,15,182,-1829,-609,27,8,44,-3597,-6402,6768,tilt_left
