@relation all_train_data

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,down,left,right}

@data
-333,128,-2584,975,-1219,8902,258,108,2043,-243,914,2256,763,-1145,-437,-914,-121,-1524,-1043,1578,-231,914,-731,2865,804,-1212,3220,1036,-182,2500,-517,583,-2081,-2134,792,-3414,-351,1321,-47,-853,2804,3170,442,-1077,75,1036,-1890,-8963,13,-238,0,-60,-182,-7743,-217,113,-1076,-304,243,-2012,-298,372,-574,670,-914,-9573,1211,-1125,2990,-975,1463,-15426,-1275,904,-655,0,-548,-6829,809,-941,-916,1158,-731,10914,-571,950,-61,-182,182,11890,608,-487,956,-548,731,2378,-193,210,-1486,426,-975,853,-239,-427,1019,-731,975,9390,200,283,-182,670,-731,3658,-62,62,20,0,60,-1768,left
-236,195,-1451,487,-792,8170,0,136,797,426,548,7012,553,-784,2155,-426,-365,-5792,-337,568,176,426,-426,5365,163,-201,-1651,-426,975,-5121,-328,435,-83,-792,60,11280,108,-274,1313,731,0,-11402,-1,243,-900,-243,121,-5487,-67,-17,-66,365,-609,-6219,-199,262,-134,-1219,731,-17804,848,-220,2203,1280,-609,-2621,453,-1256,3087,-2073,1402,-6707,67,979,-2696,1341,-792,2134,-1188,102,-3430,-60,121,13780,219,-121,613,60,60,731,218,-377,402,670,-1280,7195,-339,333,-377,-182,548,15426,5,24,155,-1341,1768,10060,71,-23,-101,914,-1402,-17865,-6,32,16,0,0,-4451,left
-50,-387,-962,548,-548,3414,188,232,721,-853,853,-7804,211,74,463,1219,-1036,6524,-719,143,-3936,-121,-60,21951,-55,-690,837,-182,304,5548,-299,717,744,670,-365,-17439,1277,-142,3756,-2195,2012,-2926,-266,414,-2303,1585,-1158,5670,-218,-216,649,-670,0,-19207,13,-395,-599,670,-975,6890,70,446,540,487,-853,-7073,240,-771,-1281,-1341,1951,-18597,-809,650,1729,-487,-60,-12500,556,-198,-2150,2804,-2621,12317,736,82,4277,-3048,4146,16097,-682,156,-1184,792,-1097,14390,-326,-220,-779,792,-1646,5365,240,-99,-1000,-2134,4512,-12926,-54,78,408,-609,-1097,-7743,-70,129,49,2134,-2256,6768,left
-219,-187,-1547,0,-304,7073,1330,-181,1684,365,243,-3475,-1484,882,1154,-914,304,5060,865,-704,1587,670,-1097,-2317,-285,-134,-2056,-182,1097,-11402,-101,67,714,-426,-182,15304,-605,608,-103,731,365,7439,641,143,-1301,-243,-426,-8475,-241,-201,-80,853,-792,-9390,101,36,1340,-609,-121,-3353,85,-497,-2979,-426,548,-8780,36,-594,1318,-975,670,-9695,-523,-945,2483,243,792,-5609,312,2151,2,1402,-1524,17378,-92,-263,-3419,60,-182,20182,-83,-336,1209,-1341,1829,-11463,300,26,165,731,-1463,-365,94,31,-34,60,182,13780,-105,-7,-129,-914,1280,-792,-43,73,-10,853,-1158,-7865,left
-410,-384,2113,-365,60,-670,-95,195,4412,487,-548,-914,327,324,-3577,-60,-182,-1280,102,-16,-3840,670,-304,19146,1024,-658,5042,-243,60,17621,-865,889,-6665,-1646,2378,-21890,-24,-92,2559,1707,-1524,4451,-189,56,-57,-60,-182,-5853,221,-424,-94,365,-1158,-13353,-389,434,1784,-1219,1707,-17682,-18,313,-33,-1036,792,-13292,312,262,-5283,731,-609,5548,132,-1159,5624,60,-304,3719,77,-172,-1078,1341,-670,17926,-229,498,-563,792,-1097,19268,120,-99,-794,-2560,2743,-14939,-164,-81,357,609,-670,5792,77,130,104,731,-670,-1463,32,28,-6,-243,0,-3902,-10,-12,14,0,0,1890,left
111,972,271,-487,304,-22743,-19,-1112,-837,-365,853,-25121,282,442,2799,-670,60,-7256,-774,-909,-5683,-60,-731,18719,-63,-1289,5351,-365,365,33414,233,1870,-1968,2682,-1646,18109,366,-643,-551,426,-548,-38231,631,-295,891,-2378,2134,41951,282,1191,791,2012,-914,24878,-199,615,1208,670,-1280,-5731,-464,-814,-323,-1768,1036,-52012,-245,75,-2119,670,365,29573,-127,48,198,-182,-60,11646,-10,-144,-35,365,-304,-19329,0,-24,10,-182,182,-5121,4,21,-2,-670,548,-2560,-7,0,-14,487,-548,-182,-1,1,21,0,121,1036,0,2,0,60,-121,-975,0,-9,-1,60,-60,-60,right
227,54,2081,-670,853,5548,1481,-150,388,-914,-182,-25000,-1535,432,39,-2682,243,-48597,747,269,-2059,2134,-182,1341,-1132,-1718,150,548,-426,81097,150,1043,-615,1158,-365,-30609,928,-106,-1164,1890,-182,11158,-1113,-968,-3287,121,182,48780,1512,669,6624,-609,-1280,-5365,-1095,547,926,-426,792,-11829,-390,118,-4527,-365,548,-6341,225,-159,1427,-609,487,-7500,-26,37,17,609,-426,-6158,38,-29,-22,-731,487,-5792,-37,1,16,426,-365,2439,30,-45,2,60,-60,-3170,5,5,-5,-60,-60,609,-13,7,11,-304,304,-670,6,0,-12,121,0,0,-1,0,-1,60,-182,0,right
868,-684,2022,-304,365,-5060,-13,407,-2220,-304,-426,-14451,-1045,1476,-215,-2804,3231,-25487,-471,-263,-107,975,-1402,-22134,1888,-3518,2344,121,-1280,42134,-1227,2246,-3061,2682,-1158,-15304,1092,971,6041,121,1890,52743,-1670,-298,-5904,426,-304,44146,-503,241,-1382,731,-1402,5060,970,-633,789,-853,365,-28536,89,186,1694,-2439,1036,-52378,-16,-166,7,2926,-1707,32987,35,25,-2,-1646,1280,-13780,-21,13,12,304,-426,304,15,-23,-15,121,60,1463,8,12,0,-60,0,-1646,-7,19,-15,-487,487,914,8,-20,20,426,-548,-1280,0,-3,-2,0,60,365,0,4,-2,-182,121,0,right
-279,-109,-1048,182,-60,-6158,681,950,610,-304,-121,-792,-884,-437,-1803,609,-182,1402,-1284,556,-4094,-3048,1341,-36463,625,-1215,3344,426,-243,-9756,595,-133,2728,1158,-1036,84085,540,-229,182,731,60,-54329,1652,434,5983,3353,-2134,-19207,-2873,296,-10446,-3292,3780,106341,108,684,6636,2195,-2682,-22743,1532,-624,-798,-2195,1951,-9756,-380,213,-1528,670,-1158,-24390,-62,-397,242,975,-1036,-7682,-5,-2,-5,-1219,1219,365,20,2,-2,-60,182,975,11,19,-3,-182,304,-426,-2,-9,1,548,-731,-1341,6,0,3,-304,304,60,-4,0,0,60,60,-182,4,-1,-8,-121,60,548,right
279,36,3381,-304,0,-15914,-904,616,-3634,-853,731,-3536,2039,-719,3555,-304,-731,-21646,-2184,657,-2495,304,-1463,-3841,770,-1016,-769,1402,1341,109512,157,-359,-388,3658,-12500,-120426,-751,-284,-3303,-5609,21158,72378,409,1703,3487,1951,-7134,40548,117,-31,-1803,1768,-1341,-30365,-1014,-240,-2593,-1646,-670,-4756,1158,-133,4709,182,243,-21829,-74,-179,-150,-609,243,-5182,-13,-42,23,243,-60,4451,6,0,-19,-182,121,731,-1,1,16,182,-182,-731,-2,-12,0,-243,365,-670,9,12,-7,60,-121,670,-5,4,-2,0,60,-487,8,-5,11,121,-121,487,-98,453,-27,-182,243,4512,right
-275,-362,-2051,-426,548,-23780,-149,10,5223,-2865,426,-19878,875,-562,-2185,1585,-670,-5670,-2289,-787,-608,-1280,731,17865,1884,746,-471,3658,-1585,28841,695,-235,3136,0,-1707,-39085,-789,306,-1526,670,3353,69939,23,1935,227,426,-2256,1829,51,-1390,-3828,1402,-426,25060,-379,889,969,-2865,1463,-24024,411,-898,1152,-2256,914,-60000,105,-176,41,2500,-1341,32682,-44,3,-54,-975,853,-10914,-41,85,-18,548,-731,-3780,13,-14,2,182,60,6890,1,-5,0,-426,426,1341,-10,4,-6,60,-182,-1585,3,-4,11,-487,426,2987,9,0,7,426,-365,-3231,0,0,-5,182,-182,60,right
314,535,919,-731,426,6097,-825,313,-4658,426,-487,-3719,48,-1691,-1509,-731,-2134,-57621,2202,771,9104,-1402,1768,-22743,-2513,-666,114,731,426,8170,475,-441,-3690,1646,-182,58902,-485,-432,-5000,1890,-243,48048,1986,1621,7926,-731,2012,46280,135,195,1876,2317,-2012,-33841,-614,138,-4294,-2560,-670,-40365,-781,-229,-785,243,-60,-2560,-45,-214,-3,-1036,1158,-11707,102,50,-69,-121,243,12865,42,65,48,0,-182,-10365,-68,31,36,548,-609,9939,-23,-31,-17,365,-1402,9329,37,1,-10,-2926,7926,-24756,0,-53,26,2256,-6402,1097,14,28,-13,-426,670,4024,21,14,9,426,-365,1707,right
728,355,677,-731,1036,1768,2190,-923,3530,548,-1524,-35000,-2429,474,1830,-2378,2256,-37987,-334,-541,-7053,-1341,-365,43658,8,-486,1106,4146,-5548,-10060,-602,626,-1599,1219,2804,25060,-1794,1441,2820,1402,-1341,19329,2311,-750,445,-2073,4756,62743,511,519,-2672,-914,-2439,-31036,-512,-664,1462,243,182,-28597,-86,-26,-549,-121,243,243,-15,-32,11,-304,304,-8048,-2,-50,-54,182,-182,-1219,-3,160,39,243,-304,670,10,-88,4,-182,182,121,0,-23,2,121,-121,-487,-2,0,-15,-60,60,60,0,-1,15,-121,121,-60,-1,0,-6,60,0,0,-5,4,-19,-121,60,0,right
-243,467,-1362,304,-182,22682,453,524,2488,-182,1219,-12256,980,-928,-2645,-182,-2682,-61219,-136,-810,3840,-5853,7743,1524,-713,430,-2350,8780,-7804,102439,726,-224,85,-975,-609,-66097,-625,708,2784,-609,2621,-3170,58,616,-1875,670,-1097,58963,-263,-328,-4416,-1158,243,20731,-283,-245,3555,-1341,853,-82926,28,-209,-140,914,-731,29512,37,0,48,-670,914,-11707,-15,1,-1,0,-365,-7804,2,1,3,304,-121,9329,-2,-5,10,121,-121,121,-2,-1,-12,-182,121,-60,2,11,13,121,-60,0,-4,-3,-7,0,0,0,5,-5,-1,-182,182,0,-6,5,-9,60,-121,0,right
-503,697,647,-182,853,34024,-339,658,-4245,914,-914,-8048,3326,-1049,11527,-1829,-1707,-77256,-1607,-1000,2153,-548,1158,-12256,-1755,-1037,-9035,304,1585,28597,777,1232,-483,1341,-1707,-14512,-1223,663,-4599,60,-243,-731,933,206,3574,487,2256,83475,921,-249,-1173,2317,-2439,36585,-235,417,748,-1951,1036,-36097,-281,-482,902,-1097,365,-40426,-3,-53,-12,792,-1036,2073,-10,-12,-5,-792,1097,4573,-1,28,18,365,-487,-5243,5,-21,-11,60,-121,5182,8,0,-2,-182,243,60,-2,-2,5,121,-121,-60,-3,4,-11,-182,243,304,9,-3,-4,121,-182,-243,-3,4,21,-243,304,-60,right
99,829,-550,426,-426,20182,277,-46,3661,-243,670,17439,738,-2980,2168,-975,-1341,-88780,894,1924,1573,-4634,4695,-57195,-1456,-591,-7360,9695,-10121,144329,-705,1723,-6855,-914,-2804,-63414,857,-2962,6597,-2378,11219,100792,-644,2476,4979,1463,-2317,-28719,-319,-53,-6568,-1219,-548,-35975,270,-85,2313,-1524,1158,-20304,-25,-240,36,426,-243,17317,10,5,2,-304,365,-5792,-1,-5,2,365,-487,182,2,4,-23,-60,121,975,-7,-6,27,182,-304,-853,-23,60,-22,-60,182,1829,16,-47,7,60,-121,3353,48,2,5,-60,60,-3963,-34,-12,-12,-121,121,-426,0,3,12,0,0,1585,right
-1562,1882,-4857,975,-1951,-5548,2373,-1751,7444,-914,2073,-15914,-795,299,-148,-4268,3475,-43841,-882,-2986,-4841,2195,-2500,33780,2125,1379,5875,2560,-1158,-18231,-1130,-319,-557,-792,2804,52256,53,2056,-1528,1402,-3353,34146,-767,267,-1656,-121,-426,3475,791,432,580,-1219,1402,-41341,-414,-1435,-325,670,-1097,-8292,204,145,4,-670,975,11463,14,31,9,365,-426,6829,-26,-62,9,975,-1646,10365,0,34,4,-975,1402,-21097,-26,-10,66,1524,-5182,1097,20,-4,-98,-3109,8658,853,-22,-13,18,914,-2500,-4207,70,25,-11,243,-426,-3597,-13,19,0,121,-121,4878,-13,10,-2,243,-243,2012,right
-136,983,690,60,60,8902,2534,-709,5906,487,-548,-12134,-3478,-154,-6365,-3414,975,-66585,-372,105,-9435,487,365,7256,1604,-1788,9370,5487,-3658,97439,-488,252,-1487,-6890,11707,-79451,-848,1994,-5040,5060,-6768,44085,1891,129,10302,-1219,-670,73719,-753,261,-3445,792,-2134,-52560,86,-723,-529,-609,243,-20121,-7,-376,43,-182,487,4634,-28,24,0,-243,304,-3841,-28,33,5,304,-548,-1829,28,-31,-13,-182,304,-1158,0,1,11,-60,182,1951,-12,-8,3,0,-121,-1707,12,0,-6,182,-182,670,-2,1,-7,-60,121,-853,3,-2,11,182,-182,-60,53,503,-14,-609,731,5426,right
-655,290,-2149,182,-243,-3231,1551,-1171,7209,-3353,3719,-50000,-2649,74,-9607,1036,-1341,-19268,1163,-502,-1571,1890,-2865,28475,459,102,7106,-1524,4268,32621,-701,508,-1016,3170,-4634,25182,321,179,-1025,243,670,43109,205,1890,1140,-975,-487,-20548,285,27,-649,426,-365,-23597,-62,-1863,608,426,-548,-2865,-30,-140,-42,-1280,1463,-24268,71,122,-3,182,-60,13963,-32,2,16,-304,121,-2256,14,-12,3,487,-548,-1463,-2,-6,-5,-243,365,-853,0,2,11,-182,243,4268,28,243,-17,243,-182,-1036,82,173,566,-304,182,1707,829,-393,1501,121,-60,-9634,-2348,1248,-1681,-792,792,-6524,right
1359,-2256,-4368,-2500,792,-51341,121,-497,4784,548,-731,2134,-1321,-211,-4608,5731,-17987,-15792,2181,-903,6466,-1036,18780,129451,1016,2622,2637,-792,-1707,18597,-2059,569,-4384,-243,-1341,-7926,57,-432,-944,-3536,2926,-116158,25,-110,12,5121,-4085,65426,40,-124,13,-3048,3109,-19817,-1,88,9,609,-731,4024,-3,-21,0,182,-60,2560,3,3,-3,60,-243,-365,-20,-1,-15,-243,365,0,12,-4,5,121,-182,0,-1,-2,4,0,60,0,-1,9,0,60,-121,0,1,-2,15,-60,121,0,-1,0,-4,60,-60,2804,2,3,-2,-60,121,-2804,-9,-4,0,-60,0,487,right
-205,1001,1713,-182,121,9573,1875,-52,1866,-182,1097,-5731,-2196,-381,-4642,-2317,-2926,-58170,679,-1347,3426,-2926,5670,-8292,-381,279,-3061,10914,-47439,16585,-134,622,2457,-6951,63475,24329,1225,-325,5325,1280,-18719,87378,-591,974,-7233,3780,-3658,-16280,-347,-350,348,-2012,792,-26829,18,-279,-182,-1829,1768,-36341,56,-126,-27,1097,-1036,18963,19,-6,-8,-548,670,-3414,-3,-12,8,-182,304,1646,-8,7,11,60,-121,-1890,-1,8,0,-60,0,-1951,-2,-8,-7,0,0,0,14,4,6,0,60,-60,-6,0,-6,0,-60,0,-3,3,0,121,-121,0,-6,1,1,-121,182,0,right
-34,983,-203,426,-60,28536,971,32,455,-1402,853,-19268,389,-1809,6256,-2073,-2378,-84390,-897,-379,-3213,-1890,4390,-3719,-294,557,-3380,20121,-36402,103292,-2626,403,-11608,-15426,46280,-33353,2263,-1657,7301,670,-4451,86097,219,3314,3824,2073,-8170,-11219,60,-861,-578,-1158,-1768,-53353,-41,-399,1104,-1524,1768,-26280,-23,-212,47,60,0,12317,8,19,4,487,-548,6219,26,9,-10,-182,182,-4756,0,-13,-2,-121,182,-121,-7,3,-12,-121,121,0,-1,1,26,60,60,0,-5,-5,-4,60,-182,0,12,11,-5,0,60,0,2,-5,19,121,-243,0,-8,-1,-29,-60,182,0,right
735,655,2781,60,-182,10914,-1667,1238,-4991,2195,-2439,-1951,-58,-1321,5203,-3963,5365,-58719,170,-2345,-11468,-3841,1524,-42560,553,982,6958,4329,-32134,-9573,-82,211,1280,-2743,46280,152256,557,406,4077,5060,-18902,-7560,130,236,-4932,487,1219,22621,-392,270,1110,-1707,-1463,-97500,81,-308,-7,1829,-1036,50548,-19,-29,-10,-2256,2378,-21036,18,-35,0,243,-182,4695,-18,36,12,304,-426,-1768,-6,10,1,121,-182,-426,12,0,3,-304,243,487,-10,-1,-4,182,-60,426,-2,-3,-17,0,-60,-792,-37,51,28,-60,182,4512,307,1138,-809,60,243,35060,-555,-537,-1356,2012,-2621,-47926,right
2428,-1476,-1897,-2012,0,-52256,-1992,-1128,4851,-2621,4268,-22012,-96,1049,-570,7621,-23719,29146,-1819,1479,-1172,-6036,27682,132439,625,-82,2346,1646,-4451,14573,929,-136,-533,1951,-4878,-63719,95,13,-905,-4329,3902,-98048,174,-298,-15,2987,-1829,85365,-89,-210,47,-1829,1829,-34329,56,96,-19,670,-853,11158,-17,38,11,-182,426,6768,-8,8,13,365,-426,-731,-3,-1,0,-121,60,-60,5,-4,-5,60,60,0,-3,-4,-1,-182,243,3292,48,42,9,60,-182,-3109,-47,-35,-18,-243,243,-121,0,-2,18,60,0,-60,-2,6,-6,121,-243,0,8,-15,3,-60,121,0,right
38,680,1973,60,-121,13109,-1247,1169,1927,914,-1036,-9390,-1893,-1897,-7638,-3902,304,-143048,3910,-1744,1790,11158,-47682,126890,-2030,1877,1242,-8536,95975,8536,1869,518,760,1219,-51524,103170,-171,294,-1179,-548,3963,-60548,-533,-647,1133,-121,-243,-36036,39,-250,-14,-60,487,13719,13,7,7,-365,182,-15487,11,6,-8,304,-487,304,1,-10,9,-182,304,-426,-77,13,-8,182,-243,365,63,-3,-4,-60,182,-609,0,-8,8,60,-243,-60,3,5,-3,121,-121,-365,15,-1,6,-426,975,7743,-14,0,3,487,-975,-5670,83,-125,-9,-304,304,-2012,-81,119,-1,-853,1219,-6036,right
